NOTA_FISCAL;NOME;CPF;CIDADE;CARGO;ENDERECO;EMAIL;DATA_NASCIMENTO;IDADE;DATA_EMISSAO;VALOR_NOTA;COMISSAO;VENDEDOR
945736;Maria Fernanda Rocha;875.603.291-95;Mendonça;Bibliotecário;Conjunto de Aragão, 62;marquesbernardo@example.com;14/01/2002;23;06/09/2025;900;13,5;Vendedor_E
347520;Pietra Leão;976.438.051-48;Sousa;Surfista;Alameda de Carvalho, 4;tnascimento@example.net;06/01/2023;2;18/02/2025;832;12,48;Vendendor_B
210832;Kaique Martins;198.425.703-04;Montenegro;Corregedor de justiça;Praia de Cardoso, 693;lmonteiro@example.net;13/05/1939;86;15/04/2025;656;9,84;Vendendor_B
520909;Vinícius Peixoto;471.506.928-85;Moura;Ferreiro;Praça Mendonça, 76;luiz-fernando52@example.com;03/12/1952;73;26/08/2025;594;8,91;Vendendor_C
226316;Milena da Cunha;029.785.361-95;Souza;Papiloscopista;Alameda de Sousa, 905;luaravargas@example.org;14/05/1980;45;30/10/2025;149;2,23;Vendedor_D
853675;Sr. João da Conceição;106.289.354-98;Ramos;Taxidermista/Embalsamador;Rodovia Cassiano, 4;alana91@example.org;26/04/1984;41;27/12/2024;117;1,75;Vendedor_D
874262;Nina Rios;641.238.509-60;Marques de Ramos;Tatuador;Parque Ana Lívia Teixeira, 269;pedro-lucasrocha@example.com;01/09/1944;81;09/03/2025;461;6,92;Vendedor_D
833506;Srta. Jade Mendonça;132.685.940-42;Vargas das Flores;Cineasta;Feira Liam Costela, 373;camargodavi-lucas@example.org;03/01/1991;34;20/09/2025;166;2,49;Vendedor_D
606936;Rael Montenegro;510.473.986-48;Pereira;Ortopedista;Conjunto Almeida, 4;cda-luz@example.com;29/09/1946;79;14/05/2025;39;0,58;Vendendor_B
448645;Maria Luísa Cunha;749.085.623-00;Cavalcante;Otorrinolaringologista;Fazenda de Melo, 101;luiz-miguelfarias@example.com;16/09/1975;50;06/05/2025;408;6,12;Vendendor_A
864104;Maria Helena Abreu;397.805.612-77;Azevedo das Flores;Topógrafo;Setor de Albuquerque, 974;cduarte@example.com;24/03/1953;72;15/06/2025;84;1,26;Vendedor_D
433216;Cecilia Vieira;187.369.450-48;Cardoso da Praia;Torreiro/Torrista;Pátio de Melo;leaomateus@example.net;18/12/2015;10;03/12/2024;565;8,47;Vendendor_A
517474;Maria Sophia Almeida;719.403.586-39;Duarte;Músico;Rodovia de da Conceição;caldeiramatteo@example.net;06/05/1959;66;19/08/2025;955;14,32;Vendendor_C
840969;Sra. Rebeca Pinto;467.980.321-50;Cardoso;Astronauta;Viela Vitor Freitas;diaskevin@example.org;14/09/1915;110;07/06/2025;898;13,47;Vendendor_B
353587;Davi Luiz Santos;528.694.370-56;Leão;Traumatologista;Parque Ana Julia Carvalho, 65;fernandamachado@example.org;11/08/1989;36;08/12/2024;519;7,79;Vendendor_A
264893;Luiz Felipe Moreira;148.902.635-51;Pastor Grande;Pastilheiro;Recanto de Nunes, 76;lunna23@example.net;17/03/2020;5;07/11/2025;903;13,54;Vendendor_C
363407;Luna Farias;830.426.759-47;Macedo Verde;Ginecologista;Fazenda Nogueira, 23;lopestheo@example.com;08/12/1976;49;31/12/2024;708;10,62;Vendendor_A
606213;Hellena Nunes;390.746.512-16;Costela;Cientista da informação e documentação;Ladeira Marcela da Cunha, 35;enzo03@example.net;16/06/1927;98;28/08/2025;780;11,7;Vendedor_E
762609;Eloá Barros;458.197.306-66;Duarte;Capitão;Setor Luiz Miguel Cavalcante, 51;rezenderafael@example.org;30/09/1982;43;09/01/2025;594;8,91;Vendendor_B
492754;Fernanda Brito;709.521.468-94;Dias de Vargas;Meeiro;Vila de Vasconcelos, 860;albuquerqueana-vitoria@example.org;16/03/1962;63;03/10/2025;561;8,41;Vendendor_B
914253;Gael Carvalho;362.485.091-15;Albuquerque;Aeroviário;Quadra de Cardoso, 2;luiza92@example.net;09/10/1978;47;14/09/2025;575;8,62;Vendendor_A
305261;Lunna Ramos;194.056.823-42;Barros;Jogador de hóquei;Aeroporto Lucas Pimenta, 33;monteiroagatha@example.net;22/08/1985;40;13/02/2025;545;8,17;Vendendor_C
857687;Aurora Freitas;068.415.327-08;Duarte;Protesista;Núcleo de Cassiano, 836;cunhaluana@example.com;19/06/1961;64;06/02/2025;680;10,2;Vendedor_E
692027;Rafaela Peixoto;024.315.786-07;Borges de Gonçalves;Peixeiro;Condomínio de da Rosa, 70;pastorhenry-gabriel@example.org;25/10/1933;92;28/11/2024;248;3,72;Vendendor_A
126351;Valentina Cardoso;437.208.615-62;Porto;Designer de jóia;Conjunto Heitor Porto, 70;isabelamarques@example.com;05/02/2020;5;21/04/2025;772;11,58;Vendedor_D
720590;Stephany da Paz;475.189.260-67;Sousa;Designer de interiores;Praia de Rocha, 70;barrosdavi@example.com;02/03/2024;1;13/08/2025;721;10,81;Vendendor_A
360203;Kamilly Montenegro;615.983.207-77;Moreira do Galho;Piloto automobilístico;Estrada Letícia Almeida, 27;wborges@example.net;18/05/2010;15;05/10/2025;576;8,64;Vendendor_B
273597;Sofia Monteiro;794.683.012-22;Montenegro;Tecnólogo em navegação fluvial;Largo de Andrade, 62;ana-liviacassiano@example.net;07/05/2008;17;26/11/2024;330;4,95;Vendendor_C
965198;Vinicius Leão;501.286.947-85;Monteiro;Designer de interiores;Travessa de Mendes, 78;vitorcamara@example.net;01/09/1941;84;12/07/2025;390;5,85;Vendendor_A
247682;Ana Pacheco;650.947.231-70;Cavalcanti de Fogaça;Engenheiro de horticultura;Morro Guerra, 28;cunhayan@example.org;20/03/1934;91;19/02/2025;250;3,75;Vendendor_C
798023;Valentina Siqueira;185.743.096-48;Viana;Webdesigner;Largo de Nogueira, 777;guilhermecampos@example.net;12/10/2009;16;12/05/2025;49;0,73;Vendendor_A
700894;Srta. Anna Liz Ferreira;652.143.978-28;da Cunha do Galho;Escriturário;Estrada Sales, 973;julia65@example.net;02/03/1931;94;04/04/2025;865;12,97;Vendendor_C
914369;Bruna Cavalcante;759.034.816-39;Marques do Galho;Tecnólogo em produção moveleira;Via de Peixoto, 22;nascimentoana-laura@example.org;20/07/1968;57;25/05/2025;225;3,38;Vendendor_B
769857;Rhavi Pinto;715.920.834-04;Cavalcante Verde;Geradorista;Favela de Mendonça, 67;fduarte@example.org;11/06/1948;77;20/02/2025;994;14,91;Vendendor_C
766620;Maria Vitória Monteiro;170.634.852-53;Pastor;Odontologista legal;Alameda Novais;ana-vitoria09@example.org;23/07/1998;27;25/01/2025;776;11,64;Vendendor_A
473732;Yago Albuquerque;890.136.745-93;Garcia;Regente;Chácara de Aparecida, 189;maria-vitoria96@example.org;03/07/1987;38;15/06/2025;23;0,34;Vendendor_C
383760;Ryan Cardoso;163.859.470-84;Castro Grande;Engenheiro florestal;Vila Pimenta, 89;oda-luz@example.org;22/12/1948;77;07/05/2025;585;8,78;Vendendor_B
815431;Mariah Costa;250.471.683-44;Silveira;Argumentista;Rodovia Mendonça;xborges@example.com;13/10/1959;66;05/02/2025;644;9,66;Vendedor_E
496052;Dra. Luna da Conceição;504.371.829-32;Barros de Rocha;Telefonista;Praça de Garcia;carolinaaraujo@example.net;30/01/1937;88;04/06/2025;753;11,29;Vendendor_A
192324;Ester Pires;879.135.402-14;Pinto do Oeste;Tapeceiro;Rua de da Cruz, 26;da-cruzjoao-felipe@example.net;01/08/1985;40;16/06/2025;983;14,74;Vendendor_B
745767;Maysa Abreu;078.235.169-77;das Neves do Norte;Tecnólogo em negócios imobiliários;Residencial de Carvalho, 184;nascimentomaite@example.net;02/03/1932;93;08/04/2025;584;8,76;Vendedor_E
328947;Luiz Otávio Porto;456.028.139-42;Leão da Prata;Montador de negativos;Trevo Aparecida, 12;sofia03@example.net;09/03/1956;69;16/06/2025;901;13,51;Vendendor_A
424148;Luiz Gustavo Novais;204.873.591-60;Vasconcelos;Gastrônomo;Praia Barbosa, 59;silveiraana-luiza@example.com;15/09/1990;35;08/07/2025;987;14,8;Vendedor_E
272083;Dom Teixeira;908.475.613-48;Cirino Grande;Pesquisador;Lagoa Silva, 17;garciaclara@example.com;13/06/1979;46;28/10/2025;932;13,98;Vendedor_D
774314;Agatha da Cunha;723.058.196-68;Cirino;Síndico;Vale de Pires, 17;ana-cecilia28@example.com;31/05/1970;55;10/01/2025;487;7,3;Vendendor_A
207303;Allana Nascimento;208.153.649-89;Melo;Triatleta;Sítio de Fonseca, 7;bcorreia@example.net;09/02/1942;83;24/05/2025;99;1,48;Vendedor_E
538721;Eduarda Casa Grande;452.370.168-71;Vargas;Pediatra;Setor de Castro, 68;aparecidajoaquim@example.com;20/01/1961;64;05/03/2025;130;1,95;Vendedor_E
577459;Manuela Siqueira;246.830.915-42;Pastor dos Dourados;Bartender;Pátio Maria Júlia Vargas, 3;fonsecaapollo@example.com;20/04/1911;114;19/04/2025;952;14,28;Vendendor_B
572265;Ester Brito;783.201.549-79;Farias;Desembargador de justiça;Ladeira Machado, 15;diasbarbara@example.net;08/11/1942;83;23/07/2025;452;6,78;Vendendor_C
420190;Heloisa Cirino;276.408.319-03;Vasconcelos;Procurador de justiça;Lago Camargo, 410;rteixeira@example.org;08/01/1968;57;08/10/2025;37;0,55;Vendedor_D
251227;Ryan Vasconcelos;602.435.781-80;Leão de Goiás;Jardineiro;Travessa Marina Vasconcelos, 71;agatha98@example.org;01/08/2012;13;02/03/2025;614;9,21;Vendendor_B
449779;Erick Alves;748.603.129-96;Pereira;Lamboteiro;Praia Yan Moura, 31;carlos-eduardosilva@example.net;04/04/2009;16;22/03/2025;568;8,52;Vendendor_A
432900;Heitor Sousa;407.268.395-74;Cardoso do Oeste;Tecnólogo em silvicultura;Esplanada Moura, 58;luiz-felipe23@example.org;12/09/1977;48;17/03/2025;858;12,87;Vendedor_D
124270;Dr. Rafael Casa Grande;514.870.963-48;Souza Grande;Artista plástico;Condomínio Carlos Eduardo Barbosa, 585;mariah78@example.org;14/08/1947;78;19/01/2025;838;12,57;Vendendor_C
341022;Olivia Teixeira;246.198.075-67;Farias de Cirino;Broker/Corretor da bolsa de valores;Parque Costela, 38;lfogaca@example.net;14/04/1946;79;10/03/2025;372;5,58;Vendedor_D
246042;Yuri Vieira;243.875.691-82;Cardoso de Cardoso;Diretor de produção;Via Augusto da Cruz, 8;sandrade@example.com;12/01/1924;101;09/11/2025;157;2,35;Vendedor_E
477352;Ravi Lucca Nascimento;702.981.534-32;Peixoto de Rodrigues;Conferente de carga e descarga;Aeroporto Costa;yuricarvalho@example.com;08/11/1939;86;12/12/2024;839;12,58;Vendendor_B
585961;Isabela Azevedo;025.437.189-23;Souza Paulista;Soldador;Parque de Lopes, 156;gaelpastor@example.net;13/01/1999;26;17/01/2025;715;10,72;Vendendor_C
915781;Maria Sophia da Costa;845.026.713-71;Azevedo;Montador de negativos;Rua de Pastor, 28;gabreu@example.net;07/05/2019;6;03/06/2025;519;7,79;Vendedor_E
351628;Ayla Pires;862.719.503-02;da Cunha das Flores;Operador de telemarketing;Passarela de Macedo, 837;rmartins@example.org;17/03/2016;9;31/03/2025;451;6,76;Vendedor_E
916371;Srta. Olivia Leão;830.459.721-79;Andrade;Esgrimista;Viaduto Pinto, 9;pachecotheo@example.org;15/07/1973;52;20/01/2025;597;8,96;Vendendor_C
634417;Thiago Jesus;597.380.621-95;Montenegro do Campo;Odontopediatra;Rodovia de Oliveira, 73;nicolas44@example.net;27/07/2023;2;11/09/2025;527;7,9;Vendendor_C
128226;Henrique Machado;574.631.289-46;Fonseca do Sul;Karateca;Trecho de Lima, 975;luiz-henrique82@example.net;28/05/1976;49;07/06/2025;818;12,27;Vendendor_B
518047;Laís da Rosa;420.738.591-60;Freitas de Minas;Engenheiro de processos;Campo de Farias, 393;rezendejoao@example.net;16/02/1969;56;18/09/2025;87;1,3;Vendedor_D
468664;Francisco Cavalcante;851.469.203-89;Rezende;Maquiador;Viaduto Allana Lima, 170;gomesmariane@example.com;08/01/2012;13;10/11/2025;795;11,92;Vendendor_A
917948;Dom da Conceição;074.592.813-79;Porto;Escoteiro;Vila da Rosa, 16;otaviosantos@example.net;29/12/1992;33;05/10/2025;134;2,01;Vendendor_C
807094;Luiz Gustavo Freitas;275.341.069-07;da Cunha;Jornalista;Largo de Marques, 66;salesaugusto@example.com;17/11/2011;14;07/03/2025;96;1,44;Vendendor_A
463583;Josué Dias;901.436.285-42;Silveira;Luthier;Colônia Ana Luiza Ramos, 68;oliveiragabriel@example.org;07/12/1919;106;02/12/2024;563;8,45;Vendendor_A
472903;Sra. Stephany Moraes;109.572.863-68;Garcia;Engenheiro físico;Praça Cardoso, 22;vianamaria-cecilia@example.net;04/05/1983;42;07/12/2024;539;8,08;Vendendor_B
576535;Caroline Albuquerque;957.384.201-79;Lima da Praia;Paisagista;Campo Luigi Cunha, 18;jda-cunha@example.org;29/04/1946;79;04/11/2025;22;0,33;Vendendor_A
594108;Isadora Macedo;154.097.638-66;Lopes;Limpador de vidros;Núcleo Moraes;hadassa99@example.com;10/10/1928;97;08/11/2025;797;11,96;Vendendor_B
796733;Allana da Rocha;743.251.608-17;Caldeira da Mata;Barman;Quadra Nicole Abreu, 23;wmoura@example.net;23/03/1995;30;18/11/2024;75;1,12;Vendendor_B
164332;Isabela Carvalho;628.093.157-95;Pires;Lavador de veículos;Setor Thiago Moura, 13;hadassa74@example.com;20/04/2001;24;01/04/2025;219;3,28;Vendendor_C
960670;Isabela Carvalho;824.913.706-03;da Mota das Pedras;Engenheiro agrônomo;Área Mendes, 956;nascimentomaria-sophia@example.net;10/11/1910;115;18/12/2024;408;6,12;Vendedor_D
834093;Lucas Dias;036.518.297-40;Abreu;Dentista;Lagoa Bella Silveira, 127;thiagocaldeira@example.org;29/08/2011;14;17/02/2025;859;12,88;Vendendor_A
848599;Heitor Almeida;732.154.689-64;Machado de Campos;Motofrete;Parque Benicio Cavalcante, 511;abreumaria-liz@example.net;15/03/1930;95;09/05/2025;187;2,8;Vendedor_D
409949;Fernando Silveira;762.403.981-87;Câmara;Músico;Sítio Maria Liz Pimenta, 3;ssampaio@example.net;15/09/1976;49;11/01/2025;195;2,92;Vendendor_C
419446;Emilly Pinto;821.960.547-20;Leão Paulista;Intérprete de Bíblias;Esplanada Thiago Barbosa, 81;leandro50@example.org;05/10/2024;1;10/04/2025;808;12,12;Vendendor_B
300860;Igor Oliveira;068.734.925-74;Barros;Designer de interiores;Setor Souza, 63;ayla03@example.net;04/03/1965;60;11/09/2025;899;13,48;Vendedor_E
363113;Rael Ferreira;723.096.458-00;Cassiano dos Dourados;Dublador;Chácara Marques, 99;pereiramilena@example.net;29/03/1970;55;25/05/2025;778;11,67;Vendedor_D
617869;Dr. Lucas Silveira;297.653.148-09;Nascimento;Rebarbador de metal;Avenida Carvalho, 16;danilomoreira@example.org;14/03/2011;14;10/10/2025;812;12,18;Vendendor_B
764815;João Lucas Fernandes;975.326.180-21;Duarte da Mata;Orçamentista;Residencial de Mendonça, 12;natalia71@example.org;23/04/1930;95;18/08/2025;666;9,99;Vendendor_A
808694;Yuri Araújo;026.874.935-38;Costela de Viana;Instrutor;Lagoa Thiago Montenegro, 3;matteo97@example.org;05/12/1910;115;04/10/2025;669;10,04;Vendendor_A
737561;Erick Cassiano;425.639.710-80;Marques de Minas;Retificador;Trecho Yan Pereira;zoecarvalho@example.com;06/05/1956;69;16/09/2025;421;6,31;Vendendor_B
231992;Olívia Correia;136.785.249-82;Macedo;Cobaia Médica;Viela Viana, 87;leaojuan@example.com;01/01/1992;33;18/03/2025;677;10,15;Vendendor_B
689490;Sarah Andrade;051.392.768-95;Santos da Serra;Laboratorista;Núcleo Asafe Jesus, 64;sampaiojoao-gabriel@example.org;03/07/1983;42;28/03/2025;954;14,31;Vendedor_D
801302;Bento Aragão;795.834.210-14;Araújo de Viana;Arquivista;Vale Asafe Cavalcanti, 67;isaque86@example.net;21/01/1919;106;29/07/2025;687;10,3;Vendendor_C
283158;Sr. Otávio Jesus;346.289.175-82;Araújo das Pedras;DJ;Viela Lima, 395;lopesasafe@example.com;25/03/1980;45;15/08/2025;218;3,27;Vendedor_D
382178;Dom Mendonça;084.175.963-48;Martins do Oeste;Paisagista;Lagoa Novaes, 55;raquelcardoso@example.com;06/11/1927;98;08/11/2025;991;14,87;Vendedor_D
403190;Stella das Neves;923.851.746-00;da Cunha Grande;Gerente de inovações ou novos negócios;Condomínio de Sá;casa-grandecarolina@example.com;23/07/1913;112;05/04/2025;577;8,65;Vendendor_C
215157;Thiago Nunes;962.837.401-03;Araújo;Corretor da bolsa de valores;Viela Cardoso, 822;gnunes@example.org;23/08/1977;48;22/09/2025;358;5,37;Vendendor_B
296101;Maria Fernanda Pimenta;432.956.710-52;Carvalho;Editor;Estação Nina Pereira, 50;melina11@example.org;12/08/1964;61;21/07/2025;652;9,78;Vendedor_E
643370;Mathias Cavalcante;140.597.326-99;Barros;Museólogo;Estrada da Costa, 11;leo36@example.org;29/05/1948;77;11/07/2025;76;1,14;Vendendor_C
315939;Yago da Cunha;987.423.150-50;Azevedo Grande;Designer gráfico;Trecho Dias, 52;theodoromontenegro@example.com;15/01/1998;27;16/09/2025;488;7,32;Vendendor_C
197462;Sra. Maria Júlia Porto;765.310.948-93;da Rosa do Amparo;Auditor;Rua Siqueira;jfogaca@example.com;15/06/1938;87;08/12/2024;576;8,64;Vendendor_A
308954;Raul Rocha;163.784.509-00;da Mota;Telefonista;Favela João Pedro Camargo, 215;cassianoluara@example.com;07/08/2006;19;15/02/2025;595;8,92;Vendedor_E
398582;Sarah Peixoto;510.846.293-05;Araújo;Designer gráfico;Viela Guerra;sofiadias@example.com;13/08/1945;80;05/12/2024;725;10,88;Vendendor_B
472660;Clarice Araújo;279.134.058-05;Barbosa;Piloto de avião;Rua Davi Miguel Barbosa, 17;diegoda-mota@example.org;14/04/1955;70;17/03/2025;260;3,9;Vendendor_A
532744;Srta. Isadora Borges;524.180.796-94;Rocha;Obstetra;Parque Gabriela Câmara, 47;ypereira@example.org;31/01/2001;24;20/06/2025;553;8,29;Vendendor_B
228321;Valentina Almeida;532.761.498-00;da Rocha das Pedras;Conferente de recebimento;Setor Daniel Camargo, 6;maria-sophiagomes@example.org;26/10/2012;13;29/05/2025;727;10,9;Vendendor_B
717319;Dra. Allana Abreu;695.842.071-30;Borges da Praia;Educador integrado à saúde pública;Fazenda Melo;beniciogoncalves@example.org;08/01/1957;68;25/11/2024;260;3,9;Vendedor_E
366818;Beatriz Duarte;640.871.923-69;Pinto;Subprefeito;Viaduto Benício Alves, 842;salesmaria-fernanda@example.com;15/06/1950;75;04/06/2025;77;1,16;Vendendor_A
572526;Pietro Costela;087.562.934-29;Câmara;Bombeiro;Distrito Pacheco, 29;marcelanascimento@example.com;10/05/1991;34;13/06/2025;615;9,22;Vendedor_E
613855;Ayla Cavalcanti;946.753.028-74;Marques;DJ;Praça Fernando Cassiano, 2;saraferreira@example.org;26/08/1996;29;06/11/2025;126;1,89;Vendedor_E
486290;Heitor Moreira;015.382.496-42;Albuquerque;Carteiro;Trevo Joaquim Nascimento, 41;camarasamuel@example.org;04/08/1968;57;26/02/2025;886;13,29;Vendedor_D
483332;Luara da Mata;780.546.931-84;Porto da Prata;Cartazeiro;Avenida Pereira, 66;oalves@example.net;29/10/1977;48;09/05/2025;488;7,32;Vendedor_D
526787;Hellena da Paz;539.127.840-60;Freitas;Bancário;Condomínio Vasconcelos, 18;gabriel51@example.org;02/12/1999;26;19/09/2025;489;7,33;Vendendor_A
760773;João Pedro Dias;498.325.701-23;Ramos;Percursionista;Morro Isabelly Rocha, 67;maraujo@example.net;07/01/1984;41;29/04/2025;860;12,9;Vendendor_C
217520;Manuela Caldeira;637.052.489-10;Martins de Minas;Jogador de basquete;Núcleo Albuquerque, 95;aragaocamila@example.org;31/05/2021;4;02/03/2025;205;3,07;Vendendor_C
747538;Sophia Ramos;843.279.650-65;da Costa da Praia;Senador;Pátio de Guerra, 39;mendoncajoao-miguel@example.org;21/08/2022;3;02/02/2025;564;8,46;Vendedor_D
887275;Hellena Rocha;718.234.506-44;Costela de Aparecida;Barman;Parque Macedo, 242;gabrielferreira@example.org;01/11/1922;103;05/10/2025;120;1,8;Vendendor_B
184400;Jade Siqueira;876.052.314-07;Pires;Desenhista;Parque de Rios, 355;rezendebarbara@example.com;05/07/1944;81;22/05/2025;499;7,48;Vendedor_D
736214;Fernando Silva;451.726.038-08;da Cruz do Campo;Controller;Loteamento Cirino, 2;guerraleandro@example.net;21/11/1942;83;04/05/2025;362;5,43;Vendedor_E
784476;Maria Luísa Sousa;918.270.456-20;Pereira do Galho;Cartunista;Estrada de Caldeira, 50;fernando40@example.org;14/12/1968;57;17/07/2025;996;14,94;Vendedor_D
265821;Antonella Barros;987.352.146-19;Camargo;Técnico em tratamento de água;Residencial Gonçalves, 74;mourabenicio@example.org;06/01/2014;11;19/06/2025;183;2,75;Vendendor_A
568967;João Miguel Macedo;963.147.520-43;Siqueira;Trilheiro ou músico de cinema;Morro Pacheco, 57;ibrito@example.net;24/03/2000;25;26/07/2025;669;10,04;Vendendor_C
336443;Ravi Porto;972.831.650-02;Sousa das Flores;Modelo;Alameda Moraes, 56;xpires@example.org;13/08/1957;68;07/06/2025;94;1,41;Vendendor_C
640462;Murilo Aragão;273.518.640-71;Barros do Norte;Geólogo;Avenida de Aparecida;joao-felipemendonca@example.com;22/05/1968;57;13/05/2025;995;14,92;Vendendor_B
834179;Hadassa Abreu;894.312.076-13;Garcia;Ufólogo;Largo de Garcia, 18;pachecoayla@example.org;04/10/1972;53;16/09/2025;724;10,86;Vendedor_E
475825;Mirella Souza;934.820.561-70;Alves;Jornalista;Rodovia Ágatha Vieira, 921;pereiraluisa@example.com;17/04/1990;35;19/07/2025;785;11,78;Vendedor_E
418901;Lara Ramos;692.371.085-59;Novais;Gandula;Loteamento de Aparecida;gcastro@example.com;11/01/1943;82;22/08/2025;100;1,5;Vendedor_D
838050;Luana Cunha;987.401.325-79;Cavalcanti;Projetista mecânico;Núcleo Ramos, 27;sabrinacavalcanti@example.org;01/08/2002;23;20/07/2025;429;6,43;Vendendor_A
727545;Anthony Gabriel Cirino;964.728.053-00;da Mota de Souza;Técnico em aviação;Núcleo Diego Aparecida;brenocassiano@example.org;23/09/1948;77;21/09/2025;140;2,1;Vendendor_C
123117;Manuela Ferreira;759.830.241-32;Freitas;Cirurgião bucal;Recanto Thomas Machado, 6;mpires@example.net;23/10/2018;7;01/08/2025;490;7,35;Vendendor_A
521574;Gabriel Azevedo;054.179.862-67;Rodrigues;Fotógrafo;Setor Azevedo, 1;maria-liz63@example.net;02/01/2017;8;30/03/2025;422;6,33;Vendendor_C
823169;Bárbara da Mota;807.235.164-80;das Neves de Novaes;Supervisor;Passarela Cavalcante, 14;kda-rosa@example.net;08/05/1976;49;18/08/2025;541;8,12;Vendendor_A
911833;João Lucas da Luz;380.179.264-13;Oliveira de Pimenta;Lutador de luta livre;Travessa Otávio Sousa, 400;carvalhokaique@example.org;13/04/1945;80;12/08/2025;866;12,99;Vendendor_B
313606;Vinicius Costa;208.543.961-60;Melo de da Rosa;Torneiro mecânico;Distrito de Cavalcanti, 26;yuri49@example.net;25/08/1994;31;26/07/2025;612;9,18;Vendendor_C
605281;Lorena Montenegro;329.810.754-97;Lopes;Selecionador de pessoal;Passarela de Barros, 49;evasconcelos@example.net;08/08/1922;103;07/02/2025;457;6,85;Vendedor_E
797672;Ana Laura da Rosa;193.265.074-16;Pires de Sampaio;Farmacêutico;Viela Benjamin Sousa, 23;pirescaleb@example.com;28/02/2004;21;03/09/2025;233;3,49;Vendendor_A
564268;Sr. Igor Pastor;281.643.509-15;Araújo;Babysitter;Colônia de Barros, 48;xcamara@example.org;08/12/1978;47;09/12/2024;644;9,66;Vendendor_C
383159;Maria Cecília Alves;405.627.981-02;da Paz do Amparo;Engenheiro mecatrônico;Condomínio de Silveira, 47;marcelafogaca@example.org;02/11/2012;13;23/12/2024;886;13,29;Vendendor_A
451332;Mathias Camargo;589.306.472-00;Casa Grande;Cenotécnico;Trecho Stella Mendes, 78;maria-luisa53@example.com;28/06/1931;94;17/03/2025;397;5,96;Vendendor_C
722296;Alana da Cunha;485.307.612-35;Montenegro de Minas;Bailarina;Viela de Abreu;hda-mota@example.org;05/04/1977;48;09/03/2025;885;13,28;Vendendor_B
325356;João Vitor Macedo;426.987.531-37;Rodrigues;Implantodontista;Vila de Pacheco, 237;julia97@example.com;19/08/1991;34;28/05/2025;725;10,88;Vendedor_D
545969;Diogo Andrade;278.359.610-59;Abreu;Estivador;Viela de Cassiano, 7;zdas-neves@example.net;22/05/2013;12;18/03/2025;252;3,78;Vendendor_B
502207;Srta. Clara Mendes;205.816.974-30;Costela do Amparo;Enólogo;Recanto da Cruz, 118;abreuvitor-gabriel@example.com;24/05/1938;87;11/02/2025;435;6,52;Vendendor_B
299610;Luiz Henrique Melo;094.815.637-66;Sampaio;Baixista;Morro de Vieira, 7;britofernanda@example.org;04/09/2022;3;09/06/2025;109;1,64;Vendedor_E
597877;Marcela da Rocha;280.514.736-71;Montenegro;Estatístico;Esplanada Martins, 73;vlima@example.org;09/03/1991;34;13/10/2025;925;13,88;Vendendor_A
152393;Dante Mendes;739.102.458-97;Santos;Jogador de bocha;Quadra Porto, 98;moraesmaria-luisa@example.net;13/05/1948;77;03/05/2025;607;9,11;Vendedor_E
608103;Juliana Caldeira;085.723.614-80;Lopes;Guincheiro;Lago de Barros, 568;isabel26@example.com;30/10/2005;20;17/07/2025;917;13,75;Vendedor_D
913292;Renan Carvalho;436.098.712-96;Rezende Verde;Atleta de arremesso de peso;Esplanada Bryan Câmara, 899;borgesheloisa@example.com;08/06/1955;70;07/05/2025;744;11,16;Vendedor_E
634935;Sra. Maitê Costela;675.403.219-70;Pastor Paulista;Hostess;Jardim de Nogueira;marcos-vinicius35@example.org;01/03/2025;0;01/12/2024;251;3,76;Vendendor_A
585101;Nina Nunes;728.453.910-05;Pimenta de da Costa;Jogador de vôlei;Quadra Casa Grande, 44;anogueira@example.com;20/01/1958;67;27/12/2024;152;2,28;Vendedor_E
593580;Ana Júlia Cunha;120.954.763-52;Brito;Telefonista;Avenida de Novaes, 947;da-conceicaoenzo@example.com;11/12/1933;92;11/02/2025;667;10,0;Vendedor_D
698783;Ian Dias;935.472.106-07;Melo da Praia;Cumim;Rua Catarina Borges, 55;barrosmurilo@example.com;29/12/1954;71;21/08/2025;666;9,99;Vendedor_E
182583;Enrico Ramos;325.871.096-12;da Rocha;Ambulante;Rodovia Campos, 91;portohenry@example.com;13/06/2000;25;01/12/2024;65;0,97;Vendendor_A
982760;Maria Eduarda Lima;406.725.918-20;Pastor;Musicoterapeuta;Estação de da Luz, 1;joaquimcasa-grande@example.com;01/09/1973;52;27/02/2025;347;5,21;Vendedor_E
480496;Rodrigo Fonseca;234.091.568-60;Cardoso do Oeste;Ortopedista;Largo Mendes;fogacamarcelo@example.org;24/12/2014;11;22/02/2025;487;7,3;Vendedor_D
449148;Clara Rocha;409.123.658-89;Brito do Amparo;Engenheiro agrônomo;Estrada Ramos, 77;montenegrojuliana@example.com;18/03/1975;50;02/07/2025;464;6,96;Vendendor_A
562059;Dra. Eloá Albuquerque;786.403.125-08;Brito de Mendonça;Tapeceiro;Praia da Luz, 14;davi-luiz13@example.org;11/07/1919;106;18/06/2025;822;12,33;Vendendor_B
986549;Asafe da Rocha;378.109.462-69;Nogueira do Oeste;Papiloscopista;Vereda Letícia Guerra, 88;vda-conceicao@example.org;17/02/1956;69;01/12/2024;784;11,76;Vendedor_D
539523;Lorena Ramos;613.547.028-08;Novaes de Moura;Manicure;Jardim Isaac Machado, 78;ribeirocaroline@example.org;15/06/2013;12;27/09/2025;546;8,19;Vendendor_B
